id	cscount	csrep	cscount90	csrep90	cspctrep	cspctrep90	csname
1902993117	0	0	0	0	0.0	0.0	Noble
1902993360	1	0	0	0	0.0	0.0	Cass County-Pleasant
1902993528	1	0	0	0	0.0	0.0	Pymosa
1902994185	0	0	0	0	0.0	0.0	Cass County-Union
1902994350	0	0	0	0	0.0	0.0	Victoria
1902994470	1	0	0	0	0.0	0.0	Cass County-Washington
1903190495	0	0	0	0	0.0	0.0	Cedar County-Cass
1903190588	4	4	0	0	100.0	0.0	Cedar County-Center
1903190906	0	0	0	0	0.0	0.0	Cedar County-Dayton
1903191275	0	0	0	0	0.0	0.0	Cedar County-Fairfield
1903191317	0	0	0	0	0.0	0.0	Cedar County-Farmington
1903191467	0	0	0	0	0.0	0.0	Cedar County-Fremont
1903191593	1	1	0	0	100.0	0.0	Gower
1903192046	0	0	0	0	0.0	0.0	Inland
1903192055	5	2	0	0	40.0	0.0	Cedar County-Iowa
1903192643	0	0	0	0	0.0	0.0	Cedar County-Linn
1903192895	0	0	0	0	0.0	0.0	Massillon
1903193333	0	0	0	0	0.0	0.0	Pioneer
1903193552	0	0	0	0	0.0	0.0	Cedar County-Red Oak
1903193654	0	0	0	0	0.0	0.0	Rochester
1903193975	13	9	0	0	69.2	0.0	Springdale
1903193978	0	0	0	0	0.0	0.0	Cedar County-Springfield
1903194023	0	0	0	0	0.0	0.0	Cedar County-Sugar Creek
1903390135	0	0	0	0	0.0	0.0	Bath
1903390720	7	4	0	0	57.1	0.0	Cerro Gordo County-Clear Lake
1903390721	1	0	0	0	0.0	0.0	Cerro Gordo County-Clear Lake
1903391017	0	0	0	0	0.0	0.0	Dougherty
1903391308	1	0	0	0	0.0	0.0	Falls
1903391551	0	0	0	0	0.0	0.0	Cerro Gordo County-Geneseo
1903391641	0	0	0	0	0.0	0.0	Cerro Gordo County-Grant
1903391773	5	2	0	0	40.0	0.0	Grimes
1903392346	0	0	0	0	0.0	0.0	Cerro Gordo County-Lake
1903392508	1	0	0	0	0.0	0.0	Cerro Gordo County-Lime Creek
1903392538	0	0	0	0	0.0	0.0	Cerro Gordo County-Lincoln
1903392886	1	0	0	0	0.0	0.0	Cerro Gordo County-Mason
1903392890	56	24	1	0	42.9	0.0	Mason City
1903393042	0	0	0	0	0.0	0.0	Cerro Gordo County-Mount Vernon
1903393246	0	0	0	0	0.0	0.0	Owen
1903393408	0	0	0	0	0.0	0.0	Cerro Gordo County-Pleasant Valley
1903393456	0	0	0	0	0.0	0.0	Cerro Gordo County-Portland
1903394188	0	0	0	0	0.0	0.0	Cerro Gordo County-Union
1903590021	1	0	0	0	0.0	0.0	Cherokee County-Afton
1903590063	0	0	0	0	0.0	0.0	Amherst
1903590531	1	0	0	0	0.0	0.0	Cherokee County-Cedar
1903590654	27	11	0	0	40.7	0.0	Cherokee
1903590996	0	0	0	0	0.0	0.0	Diamond
1903591602	0	0	0	0	0.0	0.0	Cherokee County-Grand Meadow
1903592442	0	0	0	0	0.0	0.0	Cherokee County-Liberty
1903592829	0	0	0	0	0.0	0.0	Marcus
1903593321	1	0	0	0	0.0	0.0	Cherokee County-Pilot
1903593336	0	0	0	0	0.0	0.0	Pitcher
1903593657	0	0	0	0	0.0	0.0	Cherokee County-Rock
1903593843	0	0	0	0	0.0	0.0	Cherokee County-Sheridan
1903593891	0	0	0	0	0.0	0.0	Silver
1903593963	0	0	0	0	0.0	0.0	Spring
1903594113	0	0	0	0	0.0	0.0	Tilden
1903594740	0	0	0	0	0.0	0.0	Cherokee County-Willow
1903790324	0	0	0	0	0.0	0.0	Bradford
1903790663	0	0	0	0	0.0	0.0	Chickasaw
1903790909	11	5	0	0	45.5	0.0	Chickasaw County-Dayton
1903790942	6	1	0	0	16.7	0.0	Deerfield
1903791083	3	0	0	0	0.0	0.0	Dresden
1903791437	4	0	0	0	0.0	0.0	Fredericksburg
1903792184	3	1	0	0	33.3	0.0	Jacksonville
1903793081	20	9	0	0	45.0	0.0	New Hampton
1903793576	1	0	0	0	0.0	0.0	Chickasaw County-Richland
1903794008	3	1	0	0	33.3	0.0	Stapleton
1903794299	1	0	0	0	0.0	0.0	Utica
1903794473	14	3	0	0	21.4	0.0	Chickasaw County-Washington
1903991077	1	0	0	0	0.0	0.0	Doyle
1903991395	1	0	0	0	0.0	0.0	Clarke County-Franklin
1903991470	13	4	0	0	30.8	0.0	Clarke County-Fremont
1903991740	7	2	0	0	28.6	0.0	Clarke County-Green Bay
1903992106	3	1	0	0	33.3	0.0	Clarke County-Jackson
1903992322	9	3	0	0	33.3	0.0	Clarke County-Knox
1903992445	8	2	0	0	25.0	0.0	Clarke County-Liberty
1903992757	1	0	0	0	0.0	0.0	Clarke County-Madison
1903993212	208	63	4	1	30.3	25.0	Clarke County-Osceola
1903993213	17	5	0	0	29.4	0.0	Clarke County-Osceola
1903994134	7	1	0	0	14.3	0.0	Clarke County-Troy
1903994422	11	3	0	0	27.3	0.0	Ward
1903994476	9	3	0	0	33.3	0.0	Clarke County-Washington
1904190672	5	2	0	0	40.0	0.0	Clay County-Clay
1904191035	1	0	0	0	0.0	0.0	Clay County-Douglas
1904191452	0	0	0	0	0.0	0.0	Freeman
1904191512	0	0	0	0	0.0	0.0	Clay County-Garfield
1904191569	0	0	0	0	0.0	0.0	Gillett Grove
1904191914	0	0	0	0	0.0	0.0	Herdland
1904192349	0	0	0	0	0.0	0.0	Clay County-Lake
1904192541	2	1	0	0	50.0	0.0	Clay County-Lincoln
1904192691	0	0	0	0	0.0	0.0	Clay County-Logan
1904192709	1	0	0	0	0.0	0.0	Lone Tree
1904192901	2	1	0	0	50.0	0.0	Clay County-Meadow
1904193312	0	0	0	0	0.0	0.0	Peterson
1904193645	1	1	0	0	100.0	0.0	Clay County-Riverton
1904193912	2	1	0	0	50.0	0.0	Clay County-Sioux
1904193955	65	32	0	0	49.2	0.0	Spencer
1904194038	3	1	0	0	33.3	0.0	Clay County-Summit
1904194590	0	0	0	0	0.0	0.0	Clay County-Waterford
1904390291	0	0	0	0	0.0	0.0	Boardman
1904390378	0	0	0	0	0.0	0.0	Clayton County-Buena Vista
1904390498	0	0	0	0	0.0	0.0	Clayton County-Cass
1904390705	1	0	0	0	0.0	0.0	Clayton County-Clayton
1904390843	0	0	0	0	0.0	0.0	Cox Creek
1904391176	0	0	0	0	0.0	0.0	Clayton County-Elk
1904391311	0	0	0	0	0.0	0.0	Farmersburg
1904391542	5	1	0	0	20.0	0.0	Garnavillo
1904391566	0	0	0	0	0.0	0.0	Giard
1904391605	64	25	0	0	39.1	0.0	Clayton County-Grand Meadow
1904391929	0	0	0	0	0.0	0.0	Clayton County-Highland
1904392214	0	0	0	0	0.0	0.0	Clayton County-Jefferson
1904392685	0	0	0	0	0.0	0.0	Lodomillo
1904392808	0	0	0	0	0.0	0.0	Mallory
1904392841	10	4	0	0	40.0	0.0	Clayton County-Marion
1904392913	0	0	0	0	0.0	0.0	Mendon
1904392943	0	0	0	0	0.0	0.0	Millville
1904392961	4	2	0	0	50.0	0.0	Monona
1904393543	0	0	0	0	0.0	0.0	Read
1904393957	0	0	0	0	0.0	0.0	Sperry
1904394374	0	0	0	0	0.0	0.0	Volga
1904394380	0	0	0	0	0.0	0.0	Wagner
1904590267	0	0	0	0	0.0	0.0	Clinton County-Bloomfield
1904590354	0	0	0	0	0.0	0.0	Clinton County-Brookfield
1904590450	6	2	0	0	33.3	0.0	Camanche
1904590591	0	0	0	0	0.0	0.0	Clinton County-Center
1904590736	41	3	0	0	7.3	0.0	Clinton County-Clinton
1904590927	0	0	0	0	0.0	0.0	Deep Creek
1904590993	1	0	0	0	0.0	0.0	De Witt
1904591137	0	0	0	0	0.0	0.0	Clinton County-Eden
1904591194	1	0	0	0	0.0	0.0	Elk River
1904591644	0	0	0	0	0.0	0.0	Clinton County-Grant
1904591818	1	0	0	0	0.0	0.0	Hampshire
1904592448	0	0	0	0	0.0	0.0	Clinton County-Liberty
1904593171	0	0	0	0	0.0	0.0	Olive
1904593189	0	0	0	0	0.0	0.0	Clinton County-Orange
1904593828	0	0	0	0	0.0	0.0	Clinton County-Sharon
1904593990	0	0	0	0	0.0	0.0	Spring Rock
1904594479	1	0	0	0	0.0	0.0	Clinton County-Washington
1904594593	4	1	0	0	25.0	0.0	Clinton County-Waterford
1904594641	0	0	0	0	0.0	0.0	Welton
1904790315	0	0	0	0	0.0	0.0	Crawford County-Boyer
1904790648	6	3	0	0	50.0	0.0	Charter Oak
1904790960	412	219	2	0	53.2	0.0	Denison
1904791107	21	11	0	0	52.4	0.0	East Boyer
1904791587	15	8	0	0	53.3	0.0	Goodrich
1904791827	5	3	0	0	60.0	0.0	Crawford County-Hanover
1904791890	0	0	0	0	0.0	0.0	Crawford County-Hayes
1904792058	0	0	0	0	0.0	0.0	Crawford County-Iowa
1904792109	0	0	0	0	0.0	0.0	Crawford County-Jackson
1904792928	11	8	0	0	72.7	0.0	Crawford County-Milford
1904793003	2	0	0	0	0.0	0.0	Crawford County-Morgan
1904793114	2	1	0	0	50.0	0.0	Nishnabotny
1904793231	13	5	0	0	38.5	0.0	Crawford County-Otter Creek
1904793270	5	2	0	0	40.0	0.0	Paradise
1904793936	2	1	0	0	50.0	0.0	Crawford County-Soldier
1904794017	2	2	0	0	100.0	0.0	Stockholm
1904794191	7	2	0	0	28.6	0.0	Crawford County-Union
1904794482	5	2	0	0	40.0	0.0	Crawford County-Washington
1904794701	1	0	0	0	0.0	0.0	West Side
1904794743	1	0	0	0	0.0	0.0	Crawford County-Willow
1904990003	0	0	0	0	0.0	0.0	Dallas County-Adams
1904990018	0	0	0	0	0.0	0.0	Adel
1904990156	0	0	0	0	0.0	0.0	Dallas County-Beaver
1904990300	151	45	3	0	29.8	0.0	Dallas County-Boone
1904990759	0	0	0	0	0.0	0.0	Dallas County-Colfax
1904990879	2	1	0	0	50.0	0.0	Dallas County-Dallas
1904990972	1	0	0	0	0.0	0.0	Dallas County-Des Moines
1904991647	9	3	0	0	33.3	0.0	Dallas County-Grant
1904992544	2	1	0	0	50.0	0.0	Dallas County-Lincoln
1904992646	0	0	0	0	0.0	0.0	Dallas County-Linn
1904993993	264	85	2	0	32.2	0.0	Dallas County-Spring Valley
1904994029	0	0	0	0	0.0	0.0	Sugar Grove
1904994194	0	0	0	0	0.0	0.0	Dallas County-Union
1904994326	0	0	0	0	0.0	0.0	Van Meter
1904994395	270	65	4	0	24.1	0.0	Dallas County-Walnut
1904994485	3	1	0	0	33.3	0.0	Dallas County-Washington
1905190268	0	0	0	0	0.0	0.0	Davis County-Bloomfield
1905190732	0	0	0	0	0.0	0.0	Davis County-Cleveland
1905191080	0	0	0	0	0.0	0.0	Drakesville
1905191263	0	0	0	0	0.0	0.0	Fabius
1905191377	0	0	0	0	0.0	0.0	Fox River
1905191782	0	0	0	0	0.0	0.0	Davis County-Grove
1905192502	0	0	0	0	0.0	0.0	Davis County-Lick Creek
1905192844	0	0	0	0	0.0	0.0	Davis County-Marion
1905193297	0	0	0	0	0.0	0.0	Davis County-Perry
1905193480	0	0	0	0	0.0	0.0	Davis County-Prairie
1905193693	0	0	0	0	0.0	0.0	Roscoe
1905193747	0	0	0	0	0.0	0.0	Davis County-Salt Creek
1905193933	0	0	0	0	0.0	0.0	Soap Creek
1905194197	0	0	0	0	0.0	0.0	Davis County-Union
1905194677	0	0	0	0	0.0	0.0	West Grove
1905194791	0	0	0	0	0.0	0.0	Wyacondah
1905390276	0	0	0	0	0.0	0.0	Decatur County-Bloomington
1905390408	0	0	0	0	0.0	0.0	Burrell
1905390594	1	1	0	0	100.0	0.0	Decatur County-Center
1905390921	1	0	0	0	0.0	0.0	Decatur
1905391140	1	1	0	0	100.0	0.0	Decatur County-Eden
1905391323	0	0	0	0	0.0	0.0	Decatur County-Fayette
1905391398	0	0	0	0	0.0	0.0	Decatur County-Franklin
1905391506	0	0	0	0	0.0	0.0	Garden Grove
1905391611	0	0	0	0	0.0	0.0	Decatur County-Grand River
1905391806	0	0	0	0	0.0	0.0	Decatur County-Hamilton
1905391959	0	0	0	0	0.0	0.0	High Point
1905392380	0	0	0	0	0.0	0.0	Lamoni
1905392416	7	4	0	0	57.1	0.0	Leon
1905392712	2	0	0	0	0.0	0.0	Long Creek
1905393006	0	0	0	0	0.0	0.0	Decatur County-Morgan
1905393072	0	0	0	0	0.0	0.0	New Buda
1905393579	0	0	0	0	0.0	0.0	Decatur County-Richland
1905394776	0	0	0	0	0.0	0.0	Woodland
1905590006	0	0	0	0	0.0	0.0	Delaware County-Adams
1905590330	2	2	0	0	100.0	0.0	Bremen
1905590750	0	0	0	0	0.0	0.0	Coffins Grove
1905590783	0	0	0	0	0.0	0.0	Delaware County-Colony
1905590948	3	2	0	0	66.7	0.0	Delaware County-Delaware
1905590957	0	0	0	0	0.0	0.0	Delhi
1905591179	0	0	0	0	0.0	0.0	Delaware County-Elk
1905591899	0	0	0	0	0.0	0.0	Hazel Green
1905591980	0	0	0	0	0.0	0.0	Delaware County-Honey Creek
1905592946	0	0	0	0	0.0	0.0	Milo
1905593132	0	0	0	0	0.0	0.0	North Fork
1905593177	0	0	0	0	0.0	0.0	Delaware County-Oneida
1905593483	0	0	0	0	0.0	0.0	Delaware County-Prairie
1905593582	0	0	0	0	0.0	0.0	Delaware County-Richland
1905593945	5	0	0	0	0.0	0.0	Delaware County-South Fork
1905594200	1	0	0	0	0.0	0.0	Delaware County-Union
1905790207	0	0	0	0	0.0	0.0	Des Moines County-Benton
1905790401	22	3	0	0	13.6	0.0	Burlington
1905790813	1	0	0	0	0.0	0.0	Concordia
1905790887	2	2	0	0	100.0	0.0	Des Moines County-Danville
1905790888	1	1	0	0	100.0	0.0	Des Moines County-Danville
1905791347	1	0	0	0	0.0	0.0	Flint River
1905791401	0	0	0	0	0.0	0.0	Des Moines County-Franklin
1905792010	0	0	0	0	0.0	0.0	Huron
1905792112	0	0	0	0	0.0	0.0	Des Moines County-Jackson
1905792906	0	0	0	0	0.0	0.0	Mediapolis
1905792924	0	0	0	0	0.0	0.0	Middletown
1905793390	1	0	0	0	0.0	0.0	Des Moines County-Pleasant Grove
1905794080	1	0	0	0	0.0	0.0	Des Moines County-Tama
1905794203	1	0	0	0	0.0	0.0	Des Moines County-Union
1905794488	0	0	0	0	0.0	0.0	Des Moines County-Washington
1905794658	0	0	0	0	0.0	0.0	West Burlington
1905794803	0	0	0	0	0.0	0.0	Yellow Springs
1905990639	20	8	0	0	40.0	0.0	Center Grove
1905990999	0	0	0	0	0.0	0.0	Diamond Lake
1905991257	0	0	0	0	0.0	0.0	Excelsior
1905992379	3	1	0	0	33.3	0.0	Lakeville
1905992673	0	0	0	0	0.0	0.0	Lloyd
1905992931	2	1	0	0	50.0	0.0	Dickinson County-Milford
1905993168	4	3	0	0	75.0	0.0	Okoboji
1905993585	1	1	0	0	100.0	0.0	Dickinson County-Richland
1905993903	0	0	0	0	0.0	0.0	Dickinson County-Silver Lake
1905993960	4	1	0	0	25.0	0.0	Spirit Lake
1905994062	1	0	0	0	0.0	0.0	Superior
1905994698	0	0	0	0	0.0	0.0	Westport
1906190486	5	2	0	0	40.0	0.0	Cascade
1906190597	6	3	0	0	50.0	0.0	Dubuque County-Center
1906190798	0	0	0	0	0.0	0.0	Dubuque County-Concord
1906191005	2	1	0	0	50.0	0.0	Dubuque County-Dodge
1906191085	95	47	1	0	49.5	0.0	Dubuque County-Dubuque
1906191086	20	11	1	0	55.0	0.0	Dubuque County-Dubuque
1906192061	0	0	0	0	0.0	0.0	Dubuque County-Iowa
1906192217	0	0	0	0	0.0	0.0	Dubuque County-Jefferson
1906192285	0	0	0	0	0.0	0.0	Julien
1906192451	0	0	0	0	0.0	0.0	Dubuque County-Liberty
1906193024	0	0	0	0	0.0	0.0	Mosalem
1906193108	12	8	0	0	66.7	0.0	New Wine
1906193309	2	1	0	0	50.0	0.0	Peru
1906193498	0	0	0	0	0.0	0.0	Prairie Creek
1906194077	1	0	0	0	0.0	0.0	Table Mound
1906194098	7	2	0	0	28.6	0.0	Dubuque County-Taylor
1906194332	0	0	0	0	0.0	0.0	Dubuque County-Vernon
1906194491	0	0	0	0	0.0	0.0	Dubuque County-Washington
1906194728	6	2	0	0	33.3	0.0	Whitewater
1906390081	0	0	0	0	0.0	0.0	Armstrong Grove
1906390600	5	3	0	0	60.0	0.0	Emmet County-Center
1906390963	0	0	0	0	0.0	0.0	Emmet County-Denmark
1906391209	3	2	0	0	66.7	0.0	Emmet County-Ellsworth
1906391221	3	2	0	0	66.7	0.0	Emmet
1906391242	112	69	0	0	61.6	0.0	Estherville
1906391926	3	0	0	0	0.0	0.0	High Lake
1906392079	0	0	0	0	0.0	0.0	Iowa Lake
1906392085	0	0	0	0	0.0	0.0	Jack Creek
1906392547	0	0	0	0	0.0	0.0	Emmet County-Lincoln
1906394065	1	1	0	0	100.0	0.0	Emmet County-Swan Lake
1906394146	2	1	0	0	50.0	0.0	Twelve Mile Lake
1906590090	0	0	0	0	0.0	0.0	Auburn
1906590120	0	0	0	0	0.0	0.0	Banks
1906590231	0	0	0	0	0.0	0.0	Bethel
1906590603	0	0	0	0	0.0	0.0	Fayette County-Center
1906590729	4	2	0	0	50.0	0.0	Clermont
1906591071	1	0	0	0	0.0	0.0	Fayette County-Dover
1906591143	0	0	0	0	0.0	0.0	Fayette County-Eden
1906591278	0	0	0	0	0.0	0.0	Fayette County-Fairfield
1906591324	0	0	0	0	0.0	0.0	Fayette County-Fayette
1906591473	5	0	0	0	0.0	0.0	Fayette County-Fremont
1906591845	0	0	0	0	0.0	0.0	Fayette County-Harlan
1906592013	0	0	0	0	0.0	0.0	Illyria
1906592220	15	1	0	0	6.7	0.0	Fayette County-Jefferson
1906593183	0	0	0	0	0.0	0.0	Oran
1906593411	0	0	0	0	0.0	0.0	Fayette County-Pleasant Valley
1906593522	0	0	0	0	0.0	0.0	Fayette County-Putnam
1906593771	0	0	0	0	0.0	0.0	Fayette County-Scott
1906593930	0	0	0	0	0.0	0.0	Smithfield
1906594045	0	0	0	0	0.0	0.0	Fayette County-Sumner
1906594206	1	0	0	0	0.0	0.0	Fayette County-Union
1906594662	0	0	0	0	0.0	0.0	Fayette County-Westfield
1906594702	5	2	0	0	40.0	0.0	West Union
1906594761	0	0	0	0	0.0	0.0	Windsor
1906790534	1	0	0	0	0.0	0.0	Floyd County-Cedar
1906790645	33	13	0	0	39.4	0.0	Charles City
1906791353	1	1	0	0	100.0	0.0	Floyd County-Floyd
1906793111	2	1	0	0	50.0	0.0	Niles
1906793393	0	0	0	0	0.0	0.0	Floyd County-Pleasant Grove
1906793648	1	0	0	0	0.0	0.0	Floyd County-Riverton
1906793675	0	0	0	0	0.0	0.0	Floyd County-Rockford
1906793681	0	0	0	0	0.0	0.0	Rock Grove
1906793711	0	0	0	0	0.0	0.0	Rudd
1906793729	6	2	0	0	33.3	0.0	St. Charles
1906793774	0	0	0	0	0.0	0.0	Floyd County-Scott
1906794158	0	0	0	0	0.0	0.0	Ulster
1906794209	0	0	0	0	0.0	0.0	Floyd County-Union
1906991557	0	0	0	0	0.0	0.0	Geneva
1906991650	1	0	0	0	0.0	0.0	Franklin County-Grant
1906991809	5	2	0	0	40.0	0.0	Franklin County-Hamilton
1906991819	168	56	2	1	33.3	50.0	Hampton
1906992040	9	3	0	0	33.3	0.0	Ingham
1906992403	0	0	0	0	0.0	0.0	Franklin County-Lee
1906992847	22	12	0	0	54.5	0.0	Franklin County-Marion
1906993009	3	0	0	0	0.0	0.0	Franklin County-Morgan
1906993030	19	6	0	0	31.6	0.0	Mott
1906993156	1	0	0	0	0.0	0.0	Franklin County-Oakland
1906993216	0	0	0	0	0.0	0.0	Franklin County-Osceola
1906993561	8	3	0	0	37.5	0.0	Reeve
1906993588	1	0	0	0	0.0	0.0	Franklin County-Richland
1906993702	1	0	0	0	0.0	0.0	Franklin County-Ross
1906993777	4	3	0	0	75.0	0.0	Franklin County-Scott
1906993833	0	0	0	0	0.0	0.0	Sheffield
1906994668	1	0	0	0	0.0	0.0	Franklin County-West Fork
1906994767	1	1	0	0	100.0	0.0	Wisner
1907190210	0	0	0	0	0.0	0.0	Fremont County-Benton
1907191344	0	0	0	0	0.0	0.0	Fisher
1907191734	0	0	0	0	0.0	0.0	Fremont County-Green
1907191804	0	0	0	0	0.0	0.0	Hamburg
1907192679	0	0	0	0	0.0	0.0	Fremont County-Locust Grove
1907192760	0	0	0	0	0.0	0.0	Fremont County-Madison
1907192970	0	0	0	0	0.0	0.0	Fremont County-Monroe
1907193486	0	0	0	0	0.0	0.0	Fremont County-Prairie
1907193639	0	0	0	0	0.0	0.0	Fremont County-Riverside
1907193651	0	0	0	0	0.0	0.0	Fremont County-Riverton
1907193780	0	0	0	0	0.0	0.0	Fremont County-Scott
1907193885	0	0	0	0	0.0	0.0	Sidney
1907194078	0	0	0	0	0.0	0.0	Tabor
1907194398	0	0	0	0	0.0	0.0	Fremont County-Walnut
1907194494	0	0	0	0	0.0	0.0	Fremont County-Washington
1907390342	0	0	0	0	0.0	0.0	Greene County-Bristol
1907390537	0	0	0	0	0.0	0.0	Greene County-Cedar
1907390897	0	0	0	0	0.0	0.0	Dawson
1907391404	0	0	0	0	0.0	0.0	Greene County-Franklin
1907391653	0	0	0	0	0.0	0.0	Greene County-Grant
1907391746	0	0	0	0	0.0	0.0	Greenbrier
1907391830	0	0	0	0	0.0	0.0	Greene County-Hardin
1907391932	0	0	0	0	0.0	0.0	Greene County-Highland
1907392115	0	0	0	0	0.0	0.0	Greene County-Jackson
1907392221	11	6	0	0	54.5	0.0	Greene County-Jefferson
1907392286	1	0	0	0	0.0	0.0	Junction
1907392304	0	0	0	0	0.0	0.0	Kendrick
1907393276	0	0	0	0	0.0	0.0	Paton
1907393804	0	0	0	0	0.0	0.0	Scranton
1907394497	5	2	0	0	40.0	0.0	Greene County-Washington
1907394746	0	0	0	0	0.0	0.0	Greene County-Willow
1907590159	0	0	0	0	0.0	0.0	Grundy County-Beaver
1907590249	0	0	0	0	0.0	0.0	Grundy County-Black Hawk
1907590675	0	0	0	0	0.0	0.0	Grundy County-Clay
1907590762	0	0	0	0	0.0	0.0	Grundy County-Colfax
1907591281	0	0	0	0	0.0	0.0	Grundy County-Fairfield
1907591329	0	0	0	0	0.0	0.0	Felix
1907591560	0	0	0	0	0.0	0.0	Grundy County-German
1907591656	0	0	0	0	0.0	0.0	Grundy County-Grant
1907592550	0	0	0	0	0.0	0.0	Grundy County-Lincoln
1907592907	0	0	0	0	0.0	0.0	Melrose
1907593258	5	0	0	0	0.0	0.0	Palermo
1907593414	0	0	0	0	0.0	0.0	Grundy County-Pleasant Valley
1907593882	0	0	0	0	0.0	0.0	Shiloh
1907594500	0	0	0	0	0.0	0.0	Grundy County-Washington
1907790105	0	0	0	0	0.0	0.0	Guthrie County-Baker
1907790147	0	0	0	0	0.0	0.0	Guthrie County-Bear Grove
1907790162	0	0	0	0	0.0	0.0	Guthrie County-Beaver
1907790501	2	1	0	0	50.0	0.0	Guthrie County-Cass
1907791008	0	0	0	0	0.0	0.0	Guthrie County-Dodge
1907791659	0	0	0	0	0.0	0.0	Guthrie County-Grant
1907791935	0	0	0	0	0.0	0.0	Guthrie County-Highland
1907792118	1	0	0	0	0.0	0.0	Guthrie County-Jackson
1907793192	0	0	0	0	0.0	0.0	Guthrie County-Orange
1907793279	0	0	0	0	0.0	0.0	Guthrie County-Penn
1907793591	1	0	0	0	0.0	0.0	Guthrie County-Richland
1907793807	0	0	0	0	0.0	0.0	Seely
1907794020	9	0	0	0	0.0	0.0	Stuart
1907794110	0	0	0	0	0.0	0.0	Thompson
1907794212	0	0	0	0	0.0	0.0	Guthrie County-Union
1907794302	0	0	0	0	0.0	0.0	Guthrie County-Valley
1907794353	0	0	0	0	0.0	0.0	Victory
1907990264	4	2	0	0	50.0	0.0	Blairsburg
1907990504	15	7	0	0	46.7	0.0	Hamilton County-Cass
1907990722	0	0	0	0	0.0	0.0	Hamilton County-Clear Lake
1907991212	0	0	0	0	0.0	0.0	Hamilton County-Ellsworth
1907991446	10	4	0	0	40.0	0.0	Hamilton County-Freedom
1907991476	6	3	0	0	50.0	0.0	Hamilton County-Fremont
1907991812	2	1	0	0	50.0	0.0	Hamilton County-Hamilton
1907992019	9	4	0	0	44.4	0.0	Hamilton County-Independence
1907992454	1	1	0	0	100.0	0.0	Hamilton County-Liberty
1907992553	1	1	0	0	100.0	0.0	Hamilton County-Lincoln
1907992739	0	0	0	0	0.0	0.0	Hamilton County-Lyon
1907992850	0	0	0	0	0.0	0.0	Hamilton County-Marion
1907993696	0	0	0	0	0.0	0.0	Rose Grove
1907993783	0	0	0	0	0.0	0.0	Hamilton County-Scott
1907994623	2	1	0	0	50.0	0.0	Hamilton County-Webster
1907994633	347	151	5	0	43.5	0.0	Webster City
1907994737	0	0	0	0	0.0	0.0	Hamilton County-Williams
1908190069	12	4	0	0	33.3	0.0	Amsterdam
1908190096	1	1	0	0	100.0	0.0	Hancock County-Avery
1908190243	0	0	0	0	0.0	0.0	Bingham
1908190303	2	2	0	0	100.0	0.0	Hancock County-Boone
1908190348	17	3	1	0	17.6	0.0	Britt
1908190801	0	0	0	0	0.0	0.0	Hancock County-Concord
1908190861	1	0	0	0	0.0	0.0	Hancock County-Crystal
1908191197	0	0	0	0	0.0	0.0	Ell
1908191200	0	0	0	0	0.0	0.0	Hancock County-Ellington
1908191239	2	0	0	0	0.0	0.0	Erin
1908191515	1	0	0	0	0.0	0.0	Hancock County-Garfield
1908192457	0	0	0	0	0.0	0.0	Hancock County-Liberty
1908192763	1	0	0	0	0.0	0.0	Hancock County-Madison
1908192793	6	5	0	0	83.3	0.0	Magor
1908193207	3	0	0	0	0.0	0.0	Orthel
1908194149	1	1	0	0	100.0	0.0	Twin Lake
1908390036	1	0	0	0	0.0	0.0	Alden
1908390372	0	0	0	0	0.0	0.0	Buckeye
1908390678	0	0	0	0	0.0	0.0	Hardin County-Clay
1908390804	1	1	0	0	100.0	0.0	Hardin County-Concord
1908391157	5	0	0	0	0.0	0.0	Hardin County-Eldora
1908391158	0	0	0	0	0.0	0.0	Hardin County-Eldora
1908391206	0	0	0	0	0.0	0.0	Ellis
1908391245	2	1	0	0	50.0	0.0	Etna
1908391662	0	0	0	0	0.0	0.0	Hardin County-Grant
1908391833	10	8	0	0	80.0	0.0	Hardin County-Hardin
1908392121	0	0	0	0	0.0	0.0	Hardin County-Jackson
1908393363	0	0	0	0	0.0	0.0	Hardin County-Pleasant
1908393516	0	0	0	0	0.0	0.0	Hardin County-Providence
1908393858	4	4	0	0	100.0	0.0	Hardin County-Sherman
1908394125	0	0	0	0	0.0	0.0	Tipton
1908394215	0	0	0	0	0.0	0.0	Hardin County-Union
1908590039	0	0	0	0	0.0	0.0	Harrison County-Allen
1908590318	0	0	0	0	0.0	0.0	Harrison County-Boyer
1908590444	0	0	0	0	0.0	0.0	Harrison County-Calhoun
1908590507	0	0	0	0	0.0	0.0	Harrison County-Cass
1908590666	0	0	0	0	0.0	0.0	Cincinnati
1908590681	0	0	0	0	0.0	0.0	Harrison County-Clay
1908591038	0	0	0	0	0.0	0.0	Harrison County-Douglas
1908591863	0	0	0	0	0.0	0.0	Harrison County-Harrison
1908592124	0	0	0	0	0.0	0.0	Harrison County-Jackson
1908592223	2	2	0	0	100.0	0.0	Harrison County-Jefferson
1908592343	0	0	0	0	0.0	0.0	La Grange
1908592556	0	0	0	0	0.0	0.0	Harrison County-Lincoln
1908592664	0	0	0	0	0.0	0.0	Harrison County-Little Sioux
1908592790	0	0	0	0	0.0	0.0	Magnolia
1908593012	0	0	0	0	0.0	0.0	Harrison County-Morgan
1908593534	0	0	0	0	0.0	0.0	Raglan
