title,link,date,category
Directive: 4003.1 Safeguarding law Enforcement Sensitive Information (Superseded),https://www.ice.gov/doclib/foia/policy/4003.1_SafeguardingLawEnforcementSensitiveInfo.pdf,"Apr 01
2024",N/A
Directive: 4002.1 Wireless Priority Service Policy,https://www.ice.gov/doclib/foia/policy/4002.1_WirelessPriorityService.pdf,"Apr 01
2024",N/A
Directive: 4001.1 Section 508 Electronic and Information Technology Accessibility,https://www.ice.gov/doclib/foia/policy/4001.1_Section508ElecInfoTechAccessibility.pdf,"Apr 01
2024",N/A
Directive: 3005.1 Use of JMCC,https://www.ice.gov/doclib/foia/policy/3005.1_UseJMCC.pdf,"Apr 01
2024",N/A
Directive: 3004.1 National Infrastructure Protection Plan Government Facilities Sector,https://www.ice.gov/doclib/foia/policy/3004.1_NationalInfrastructureProtectionPlanGovernmentFacilitiesSector.pdf,"Apr 01
2024",N/A
Directive: 3003.1 Occupant Emergency Plan,https://www.ice.gov/doclib/foia/policy/3003.1_OccupantEmergencyPlan.pdf,"Apr 01
2024",N/A
Directive: 2016.1 Operational Requirements Development and Governance,https://www.ice.gov/doclib/foia/policy/2016.1_OpRqmtsDevGovernance.pdf,"Apr 01
2024",N/A
Directive: 2009.1 Retention and Disposition of Electronic Invoice Records and Related Documents,https://www.ice.gov/doclib/foia/policy/2009.1_RetentionDispositionElectInvoiceRecRelatedDocs.pdf,"Apr 01
2024",N/A
Directive: 2014.1 Acquisition Program Affordability,https://www.ice.gov/doclib/foia/policy/2014.1_AcquisitionProgramAffordability.pdf,"Apr 01
2024",N/A
Directive: 2013.1 Managerial Cost Accounting,https://www.ice.gov/doclib/foia/policy/2013.1_ManagerialCostAccounting.pdf,"Apr 01
2024",N/A
Directive: 2012.1 A File Accountability and FOIA Processing (Superseded),https://www.ice.gov/doclib/foia/policy/2012.1_AFileAccountabilityFOIAProcessingSuperseded.pdf,"Apr 01
2024",N/A
"Directive: 2012.1 A File Creation, Maintenance, Organization and Disclosure of Information",https://www.ice.gov/doclib/foia/policy/2012.1_AFileCreationMaintOrgDiscloseInfo.pdf,"Apr 01
2024",N/A
Directive: 2012.1 National Security A File Review Guidance,https://www.ice.gov/doclib/foia/policy/2012.1_GuidanceNationalSecurityAFileReview.pdf,"Apr 01
2024",N/A
"Directive: 2012.1 Guidance on A-File Accountability and FOIA Processing (Aug. 17, 2005)",https://www.ice.gov/doclib/foia/policy/2012.1_GuidanceAFileAccountabilityFOIAProcessing_08172005.pdf,"Apr 01
2024",N/A
"Directive: 2012.1 Guidance on A-File Accountability and FOIA Processing (Jul. 11, 2005)",https://www.ice.gov/doclib/foia/policy/2012.1_GuidanceAFileAccountabilityFOIAProcessing_07112005.pdf,"Apr 01
2024",N/A
Directive: 2011.2 Tuition Assistance Program,https://www.ice.gov/doclib/foia/policy/2011.2_TuitionAssistanceProgram.pdf,"Apr 01
2024",N/A
Directive: 2011.1 Tuition Assistance Program (Superseded) Attachment - Reimbursement Package Coversheet,https://www.ice.gov/doclib/foia/policy/2011.1_TuitionAssistanceProgram_AttReimbursementPackgCoversheet.pdf,"Apr 01
2024",N/A
Directive: 2011.1 Tuition Assistance Program (Superseded) Attachment - Tuition Assistance Plan Application Package,https://www.ice.gov/doclib/foia/policy/2011.1_TuitionAssistanceProgram_AttAppPackage.pdf,"Apr 01
2024",N/A
Directive: 2011.1 Tuition Assistance Program (Superseded),https://www.ice.gov/doclib/foia/policy/2011.1_TuitionAssistanceProgram.pdf,"Apr 01
2024",N/A
Directive: 2010.1 Service Level Agreement Policy,https://www.ice.gov/doclib/foia/policy/2010.1_ServiceLevelAgreementPolicy.pdf,"Apr 01
2024",N/A
Directive: 2001.1 Approval of First Class and Premium Travel,https://www.ice.gov/doclib/foia/policy/2001.1_ApproveFirstClassPremiumTravel.pdf,"Apr 01
2024",N/A
Directive: 2008.1 (2-5.0) Partial Payment of Invoices - Rescission,https://www.ice.gov/doclib/foia/policy/2008.1_PartialPaymentInvoices_Rescind.pdf,"Apr 01
2024",N/A
Directive: 2008.1 (2-5.0) Partial Payment of Invoices,https://www.ice.gov/doclib/foia/policy/2008.1_PartialPaymentInvoices.pdf,"Apr 01
2024",N/A
Directive: 2007.3 ICE Acquisition Governance,https://www.ice.gov/doclib/foia/policy/2007.3_ICE_AcquisitionGovernance.pdf,"Apr 01
2024",N/A
Directive: 2007.2 ICE Acquisition Policy (Superseded),https://www.ice.gov/doclib/foia/policy/2007.2_ICE_AcquisitionPolicy.pdf,"Apr 01
2024",N/A
Directive: 2007.1 (2-2.0) Investment Review Process (Superseded),https://www.ice.gov/doclib/foia/policy/2007.1_InvestmentReviewProcess.pdf,"Apr 01
2024",N/A
Directive: 2006.1 Future Years Homeland Security Program System,https://www.ice.gov/doclib/foia/policy/2006.1_FutureYrsHomelandSecurityProgramSystem.pdf,"Apr 01
2024",N/A
Directive: 2005.1 Financially Related Inter/Intra Agency Agreements,https://www.ice.gov/doclib/foia/policy/2005.1_FinanciallyRelatedInterAgencyAgreements.pdf,"Apr 01
2024",N/A
Directive: 2004.1 Financial Funds Management,https://www.ice.gov/doclib/foia/policy/2004.1_FinancialFundsManagement.pdf,"Apr 01
2024",N/A
Directive: 2003.1 Emergency and Special Evacuation Allowances,https://www.ice.gov/doclib/foia/policy/2003.1_EmergencySpecialEvacAllowances.pdf,"Apr 01
2024",N/A
Directive: 2002.2 ICE Event Planning - Attachment ICE-Wide Management Procedure #405:143:005,https://www.ice.gov/doclib/foia/policy/2002.2_ICE_EventPlanning_Att_ICEMAP_405143005.pdf,"Apr 01
2024",N/A
Directive: 2002.2 ICE Event Planning,https://www.ice.gov/doclib/foia/policy/2002.2_ICE_EventPlanning.pdf,"Apr 01
2024",N/A
Directive: 2002.1 (2-10.0) Conference Planning Policy (Superseded),https://www.ice.gov/doclib/foia/policy/2002.1_ConferencePlanningPolicy.pdf,"Apr 01
2024",N/A
Directive: 1058.2 Chaplain Program,https://www.ice.gov/doclib/foia/policy/1058.2_ChaplainProgram.pdf,"Apr 01
2024",N/A
Directive: 1053.2 Mandatory Separation and Requests for Exemption for ICE - Standard Operating Procedure (SOP),https://www.ice.gov/doclib/foia/policy/1053.2_ExemptionsFromMandatorySeparationICE_SA_SOP.pdf,"Apr 01
2024",N/A
Directive: 1053.2 Mandatory Separation and Requests for Exemption for ICE,https://www.ice.gov/doclib/foia/policy/1053.2_ExemptionsFromMandatorySeparationICE_SA.pdf,"Apr 01
2024",N/A
Directive: 1061.2 Recordings by ICE Personnel,https://www.ice.gov/doclib/foia/policy/1061.2_RecordingsByICE_Personnel.pdf,"Apr 01
2024",N/A
Directive: 1061.1 Recordings by ICE Personnel (Superseded),https://www.ice.gov/doclib/foia/policy/1061.1_RecordingsByICE_Personnel.pdf,"Apr 01
2024",N/A
Directive: 1060.1 Remote Work,https://www.ice.gov/doclib/foia/policy/1060.1_RemoteWork.pdf,"Apr 01
2024",N/A
Directive: 1059.1 and 1060.1 Telework and Remote Work – Memo,https://www.ice.gov/doclib/foia/policy/1059.1_1060.1_Memo.pdf,"Apr 01
2024",N/A
Directive: 1059.1 Telework,https://www.ice.gov/doclib/foia/policy/1059.1_Telework.pdf,"Apr 01
2024",N/A
Directive: 1058.1 Chaplain Program (Superseded) Attachment 2 – Service Agreement TOS,https://www.ice.gov/doclib/foia/policy/1058.1_ChaplainProgramAtt2_ServiceAgreementTOS.pdf,"Apr 01
2024",N/A
Directive: 1058.1 Chaplain Program (Superseded) Attachment 1 – Service Agreement,https://www.ice.gov/doclib/foia/policy/1058.1_ChaplainProgramAtt1_ServiceAgreement.pdf,"Apr 01
2024",N/A
Directive: 1058.1 Chaplain Program (Superseded),https://www.ice.gov/doclib/foia/policy/1058.1_ChaplainProgram.pdf,"Apr 01
2024",N/A
Directive: 1058.2 Chaplain Program Attachment 2 – Volunteer Community Chaplain Agreement,https://www.ice.gov/doclib/foia/policy/1058.2_ChaplainProgramAtt2_VolCommChaplainAgreement.pdf,"Apr 01
2024",N/A
Directive: 1058.2 Chaplain Program Attachment 1 – Volunteer Community Chaplain Agreement,https://www.ice.gov/doclib/foia/policy/1058.2_ChaplainProgramAtt1_VolCommChaplainAgreement.pdf,"Apr 01
2024",N/A
Directive: 1046.1 Time and Attendance (Superseded),https://www.ice.gov/doclib/foia/policy/1046.1_TimeAttendance.pdf,"Apr 01
2024",N/A
Directive: 1042.1 ICE Drug Free Workplace Program,https://www.ice.gov/doclib/foia/policy/1042.1_ICE_DrugFreeWorkplaceProgram.pdf,"Apr 01
2024",N/A
Directive: 1048.2 ICE Lines of Authority,https://www.ice.gov/doclib/foia/policy/1048.2_ICE_LinesAuthority.pdf,"Apr 01
2024",N/A
Directive: 1048.1 ICE Lines of Authority (Superseded),https://www.ice.gov/doclib/foia/policy/1048.1_ICE_LinesAuthority.pdf,"Apr 01
2024",N/A
Directive: 1047.1 ICE Career Senior Executive Service Rotational Assignments,https://www.ice.gov/doclib/foia/policy/1047.1_ICE_Career_SES_RotationalAssignments.pdf,"Apr 01
2024",N/A
Directive: 1046.2 Time and Attendance,https://www.ice.gov/doclib/foia/policy/1046.2_TimeAttendance.pdf,"Apr 01
2024",N/A
Directive: 1045.1 Guidance for Supervisors on Mission Readiness and Employee Safety,https://www.ice.gov/doclib/foia/policy/1045.1_GuidanceSupeMissionReadinessEmpSafety.pdf,"Apr 01
2024",N/A
"Directive: 1044.2 Response to and Evaluation of Critical Incidents Involving ICE Employees, Non-Employees, Non-Employee Status Individuals, and Officers Acting Pursuant to ICE Authority",https://www.ice.gov/doclib/foia/policy/1044.2_ResponseEvalCriticalIncidentsInvolvingICE_Emp.pdf,"Apr 01
2024",N/A
Directive: 1044.1 Response to and Evaluation of Critical Incidents Involving ICE Employees (Superseded),https://www.ice.gov/doclib/foia/policy/1044.1_ResponseEvalCriticalIncidentsInvolvingICE_Emp.pdf,"Apr 01
2024",N/A
Directive: 1042.1 ICE Drug Free Workplace Program - Update to Employee Drug Testing Process,https://www.ice.gov/doclib/foia/policy/1042.1_ICE_DrugFreeWorkplaceProgramUpdateEmpDrugTestProcess.pdf,"Apr 01
2024",N/A
Directive: 1042.1 ICE Drug Free Workplace Program - Appendix A,https://www.ice.gov/doclib/foia/policy/1042.1_ICE_DrugFreeWorkplaceProgramAppA.pdf,"Apr 01
2024",N/A
Directive: 1050.2 Home Leave for Personnel Posted Abroad,https://www.ice.gov/doclib/foia/policy/1050.2_HomeLeavePersonnelPostedAbroad.pdf,"Apr 01
2024",N/A
Directive: 1057.1 Light Duty for Employees Who Sustain a Work-Related Injury or Illness,https://www.ice.gov/doclib/foia/policy/1057.1_LightDutyEmplWhoSustainWorkRelatedInjury.pdf,"Apr 01
2024",N/A
Directive: 1056.1 Senior Executive Service Program - Attachment SES Selection Procedures and Guidelines,https://www.ice.gov/doclib/foia/policy/1056.1_SESprogram_attachSES_SelectionProceduresGuidelines.pdf,"Apr 01
2024",N/A
Directive: 1056.1 Senior Executive Service Program - Attachment ICE Performance Review Board Charter,https://www.ice.gov/doclib/foia/policy/1056.1_SESprogram_attachICE_PerformanceReviewBoardCharter.pdf,"Apr 01
2024",N/A
Directive: 1056.1 Senior Executive Service Program - Attachment ICE Executive Resources Board Charter,https://www.ice.gov/doclib/foia/policy/1056.1_SESprogram_attachICE_ExecResourcesBoardCharter.pdf,"Apr 01
2024",N/A
Directive: 1056.1 Senior Executive Service Program,https://www.ice.gov/doclib/foia/policy/1056.1_SeniorExecutiveSerivceProgram.pdf,"Apr 01
2024",N/A
Directive: 1055.1 Voluntary Health and Wellness Program,https://www.ice.gov/doclib/foia/policy/1055.1_VoluntaryHealthWellnessProgram.pdf,"Apr 01
2024",N/A
Directive: 1054.1 Policy Governance and Development,https://www.ice.gov/doclib/foia/policy/1054.1_PolicyGovernanceDevelopment.pdf,"Apr 01
2024",N/A
Directive: 1053.1 Exemptions from Mandatory Separation for ICE Special Agents (Superseded),https://www.ice.gov/doclib/foia/policy/1053.1_ExemptionsFromMandatorySeparationICE_SA.pdf,"Apr 01
2024",N/A
Directive: 1052.2 Use of “Director” in ICE Headquarters Position Titles,https://www.ice.gov/doclib/foia/policy/1052.2_UseDirectorICE_HQ_PositionTitles.pdf,"Apr 01
2024",N/A
Directive: 1051.1 U.S. Residency Requirement (Superseded),https://www.ice.gov/doclib/foia/policy/1051.1_US_ResidencyRequirement.pdf,"Apr 01
2024",N/A
Directive: 1051.2 U.S. Residency Requirement,https://www.ice.gov/doclib/foia/policy/1051.2_US_ResidencyRequirement.pdf,"Apr 01
2024",N/A
Directive: 1041.1 ICE Workers' Compensation Program Standard Operating Procedures (SOP),https://www.ice.gov/doclib/foia/policy/1041.1_ICEWorkersCompProgramSOP.pdf,"Apr 01
2024",N/A
Directive: 1041.1 ICE Workers' Compensation Program,https://www.ice.gov/doclib/foia/policy/1041.1_ICEWorkersCompProgram.pdf,"Apr 01
2024",N/A
Directive: 1018.1 (1-12.0) Relocation Bonuses,https://www.ice.gov/doclib/foia/policy/1018.1_RelocationBonuses.pdf,"Apr 01
2024",N/A
Directive: 1020.1 (1-11.0) Retention Allowances,https://www.ice.gov/doclib/foia/policy/1020.1_RetentionAllowances.pdf,"Apr 01
2024",N/A
Directive: 1021.1 (1-21.0) Table of Organization,https://www.ice.gov/doclib/foia/policy/1021.1_TableOfOrganization.pdf,"Apr 01
2024",N/A
Directive: 1022.1 (1-15.0) Table of Offenses and Penalties,https://www.ice.gov/doclib/foia/policy/1022.1_TableOfOffensesPenalties.pdf,"Apr 01
2024",N/A
Directive: 1022.1 (1-15.0) Table of Offenses and Penalties Guidance Memo,https://www.ice.gov/doclib/foia/policy/1022.1_TOP_GuidanceMemo.pdf,"Apr 01
2024",N/A
"2024 Adelanto ICE Processing Center, Adelanto, CA - Feb. 6-8, 2024",https://www.ice.gov/doclib/foia/odo-compliance-inspections/adelantoIPC_AdelantoCA_Feb6-8_2024.pdf,"Mar 29
2024",N/A
"2024 Webb County Detention Center, Laredo, TX - Feb. 6-8, 2024",https://www.ice.gov/doclib/foia/odo-compliance-inspections/webbCoDetCntr_LaredoTX_Feb6-8_2024.pdf,"Mar 28
2024",N/A
"2024 Houston Contract Detention Facility, Houston, TX - Jan. 30–Feb. 1, 2024",https://www.ice.gov/doclib/foia/odo-compliance-inspections/houstonCDF_HoustonTX_Jan30-Feb01_2024.pdf,"Mar 28
2024",N/A
"2024 Geauga County Jail, Chardon, OH - Jan. 30–Feb. 1, 2024",https://www.ice.gov/doclib/foia/odo-compliance-inspections/geaugaCoJail_ChardonOH_Jan30-Feb01_2024.pdf,"Mar 28
2024",N/A
"2024 Golden State Annex, McFarland, CA - Jan. 30–Feb. 1, 2024",https://www.ice.gov/doclib/foia/odo-compliance-inspections/goldenStateAnnex_McFarlandCA_Jan30-Feb01_2024.pdf,"Mar 28
2024",N/A
"2024 Folkston ICE Processing Center, Folkston, GA - Jan. 30–Feb. 1, 2024",https://www.ice.gov/doclib/foia/odo-compliance-inspections/folkstonIPC_FolkstonGA_Jan30-Feb1_2024.pdf,"Mar 26
2024",N/A
"Yuma Hold Room – Jan. 30-31, 2024",https://www.ice.gov/doclib/foia/prea_audit/yumaHoldRoom_Jan30-31_2024.pdf,"Mar 22
2024",N/A
"2024 Winn Correctional Center, Winnfield, LA - Jan. 23-25, 2024",https://www.ice.gov/doclib/foia/odo-compliance-inspections/winnCorrCntr_WinnfieldLA_Jan23-25_2024.pdf,"Mar 22
2024",N/A
"ODT-5-C-0010 P00064: Elizabeth Contract Detention Facility – Elizabeth, NJ",https://www.ice.gov/doclib/foia/detFacContracts/ODT5C0010_P00064_ElizabethCDF.pdf,"Mar 18
2024",N/A
"HSCEDM-15-D-00002 P00052: Buffalo Service Processing Center – Batavia, NY",https://www.ice.gov/doclib/foia/detFacContracts/HSCEDM15D00002_P00052_BataviaSPC.pdf,"Mar 18
2024",N/A
"70CDCR22D00000012 P00006: El Paso SPC – El Paso, TX",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR22D00000012_P00006_ElPaso.pdf,"Mar 18
2024",N/A
"70CDCR21D00000004 P00011: Broward CDF - Pompano Beach, FL",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR21D00000004_P00011_BrowardCDF_PompanoBeachFL.pdf,"Mar 18
2024",N/A
"70CDCR20D00000014 P00013: Houston Contract Detention Facility (CDF) - Houston, TX",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR20D00000014_P00013_HoustonCDF.pdf,"Mar 18
2024",N/A
"70CDCR20D00000013 P00014: T. Don Hutto Residential Center - Taylor, TX",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR20D00000013_P00014_Hutto.pdf,"Mar 18
2024",N/A
"70CDCR20D00000012 P00015: South Texas ICE Processing Center - Pearsall, TX",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR20D00000012_P00015_STIPC_PearsallTX.pdf,"Mar 18
2024",N/A
"2024 Tacoma ICE Processing Center, Tacoma, WA - Jan. 23-25, 2024",https://www.ice.gov/doclib/foia/odo-compliance-inspections/2024TacomaICEProcessingCenter-Tacoma-WA-Jan.pdf,"Mar 15
2024",N/A
"2024 Adams County Detention Center, Natchez, MS - Jan. 23-25, 2024",https://www.ice.gov/doclib/foia/odo-compliance-inspections/2024AdamsCountyDetentionCenter-Natchez-MS-Jan.pdf,"Mar 15
2024",N/A
"2024 Clinton County Correctional Facility, McElhatten, PA - Jan. 23-25, 2024",https://www.ice.gov/doclib/foia/odo-compliance-inspections/2024-ClintonCountyCC-McElhattenPA-January.pdf,"Mar 14
2024",N/A
"2024 Imperial Regional Detention Facility, Calexico, CA - Jan. 23-25, 2024",https://www.ice.gov/doclib/foia/odo-compliance-inspections/2024-ImperialRegionalDF-CalexicoCA-January.pdf,"Mar 14
2024",N/A
"2024 Coastal Bend Detention Facility, Robstown, TX - Feb. 6-8, 2024",https://www.ice.gov/doclib/foia/odo-compliance-inspections/coastalBendDetFac_RobstownTX_Feb6-8_2024.pdf,"Mar 08
2024",N/A
"2024 Central Louisiana ICE Processing Center, Jena, LA - Jan. 9-11, 2024",https://www.ice.gov/doclib/foia/odo-compliance-inspections/centralLouisianaIPC_JenaLA_Jan9-11_2024.pdf,"Mar 06
2024",N/A
"2024 Caroline Detention Facility, Bowling Green, VA - Jan. 9-11, 2024",https://www.ice.gov/doclib/foia/odo-compliance-inspections/carolineDetFac_BowlingGreenVA_Jan9-11_2024.pdf,"Mar 06
2024",N/A
"2024 Clay County Jail, Brazil, IN - Jan. 9-11, 2024",https://www.ice.gov/doclib/foia/odo-compliance-inspections/clayCoJail_BrazilIN_Jan9-11_2024.pdf,"Mar 06
2024",N/A
"HSCEDM-17-D-00009 P00037: Montgomery Processing Center - Conroe, TX",https://www.ice.gov/doclib/foia/detFacContracts/HSCEDM17D00009_P00037_MontgomeryPC_ConroeTX.pdf,"Mar 05
2024",N/A
"HSCEDM-15-D-00015 P00041: Northwest ICE Processing Center (NWIPC) - Tacoma, WA",https://www.ice.gov/doclib/foia/detFacContracts/HSCEDM15D00015_P00041_NWIPC_TacomaWA.pdf,"Mar 05
2024",N/A
"EROIGSA-17-0002 P00025: Folkston IPC (Charlton County) IGSA – Folkston, GA",https://www.ice.gov/doclib/foia/detFacContracts/EROIGSA170002_P00025_FolkstonIPC_CharlstonCo_IGSA_FolkstonGA.pdf,"Mar 05
2024",N/A
"EROIGSA-15-0006 P00032: Pine Prairie South Louisiana Correctional Center IGSA – Pine Prairie, LA",https://www.ice.gov/doclib/foia/detFacContracts/EROIGSA150006_P00032_SouthLouisiana_PinePrairieLA.pdf,"Mar 05
2024",N/A
"EROIGSA-12-0004 P00008: Strafford County Corrections IGSA – Dover, NH",https://www.ice.gov/doclib/foia/detFacContracts/EROIGSA120004_P00008_StraffordCoCorr_DoverNH.pdf,"Mar 05
2024",N/A
"EROIGSA-11-0004 P00058: Karnes County Residential Center IGSA – Karnes City, TX",https://www.ice.gov/doclib/foia/detFacContracts/EROIGSA110004_P00058_KarnesCoDetCntr.pdf,"Mar 05
2024",N/A
"DROIGSA-09-0038 P00024: Baker County Sheriff's Department IGSA – MacClenny, FL",https://www.ice.gov/doclib/foia/detFacContracts/DROIGSA090038_P00024_BakerCoSheriffDept.pdf,"Mar 05
2024",N/A
"DROIGSA-07-0029 P00050: Polk County Adult Detention Facility IGSA – Livingston, TX",https://www.ice.gov/doclib/foia/detFacContracts/DROIGSA070029_P00050_PolkCoLivingstonTX.pdf,"Mar 05
2024",N/A
"70CDCR24DIG000003: Caroline County IGSA – Bowling Green, VA",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR24DIG000003_org_CarolneCo_IGSA_BowlingGreenVA.pdf,"Mar 05
2024",N/A
"70CDCR22D00000002 P00012: Port Isabel SPC – Los Fresnos, TX",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR22D00000002_P00012_PortIsabelSPC_LosFresnosTX.pdf,"Mar 05
2024",N/A
"DROIGSA-07-0015 P00047: Alexandria Staging Facility IGSA – Jena, LA",https://www.ice.gov/doclib/foia/detFacContracts/DROIGSA070015_P00047_AlexandriaStagingFac_JeanLA.pdf,"Mar 01
2024",N/A
"DROIGSA-06-00005 P00055: Stewart County IGSA – Lumpkin, GA",https://www.ice.gov/doclib/foia/detFacContracts/DROIGSA0600005_P00055_StewartCoIGSA_LumpkinGA.pdf,"Mar 01
2024",N/A
"70CDCR23C00000001 P00010: GITMO SPC – Guantanamo, Cuba",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR23C00000001_P00010_GITMO_SPC_Guantanamo.pdf,"Mar 01
2024",N/A
"70CDCR22DIG000004 P00001: West Virginia Regional Jail IGSA – Charleston, WV",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR22DIG000004_P00001_WV_RegJailCharlestonWV.pdf,"Mar 01
2024",N/A
"70CDCR22D00000012 P00005: El Paso SPC – El Paso, TX",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR22D00000012_P00005_ElPaso.pdf,"Mar 01
2024",N/A
"70CDCR20D00000007 P00019: Otay Mesa CDF - San Diego, CA",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR20D00000007_P00019_OtayMesaCDF_SanDiegoCA.pdf,"Mar 01
2024",N/A
"70CDCR20D00000001 P00008: Denver CDF – Aurora, CO",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR20D00000001_P00008_DenverCDF_AuroraCO.pdf,"Mar 01
2024",N/A
"70CDCR18DIG000013 P00025: Joe Corley Detention (Montgomery County) IGSA – Conroe, TX",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR18DIG000013_P00025_JoeCorleyDet_IGSA_ConroeTX.pdf,"Mar 01
2024",N/A
"70CDCR18DIG000010 P00023: Laredo Processing Center (Webb County) IGSA – Laredo, TX",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR18DIG000010_P00023_LaredoProcCntr_IGSA_LaredoTX.pdf,"Mar 01
2024",N/A
"70CDCR18DIG000006 P00016: Caroline County IGSA – Bowling Green, VA",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR18DIG000006_P00016_CarolineCo_IGSA_BowlingGreenVA.pdf,"Mar 01
2024",N/A
ICE Form 30-033: Administratively Uncontrollable Overtime Report for ICE Directive 1040.1,https://www.ice.gov/doclib/foia/forms/iceForm30-033.pdf,"Mar 01
2024",N/A
CBP Form 205: Certificate Order Form for ICE Directive 1036.1,https://www.ice.gov/doclib/foia/forms/1036.1_certificateOrderForm.pdf,"Mar 01
2024",N/A
OPM Form 630b: Request to Donate Annual Leave to Leave Recipient (Outside Agency) Under the Voluntary Leave Transfer Program for ICE Directive 1026.1,https://www.ice.gov/doclib/foia/forms/1026.1_opm630b.pdf,"Mar 01
2024",N/A
OPM Form 630a: Request to Donate Annual Leave to Leave Recipient (WIthin Agency) Under the Voluntary Leave Transfer Program for ICE Directive 1026.1,https://www.ice.gov/doclib/foia/forms/1026.1_opm630a.pdf,"Mar 01
2024",N/A
OPM Form 630: Application to Become a Leave Recipient Under the Voluntary Leave Transfer Program for ICE Directive 1026.1,https://www.ice.gov/doclib/foia/forms/1026.1_opm630.pdf,"Mar 01
2024",N/A
ICE Form 30-026: Student Loan Repayment Program Service Agreement for ICE Directive 1014.1,https://www.ice.gov/doclib/foia/forms/1014.1_service_agreement.pdf,"Mar 01
2024",N/A
Home-to-Work Transportation - Request and Authorization to Use an Official Vehicle for ICE Directive 1009.1,https://www.ice.gov/doclib/foia/forms/1009.1_requestAuthorizationhomeToWorkUseOfficialVehicles.pdf,"Mar 01
2024",N/A
Home-to-Work Transportation Log for ICE Directive 1009.1,https://www.ice.gov/doclib/foia/forms/1009.1_homeToWorkTranspoLog.pdf,"Mar 01
2024",N/A
ICE Form 30-005: Foreign Language Reporting Form for ICE Directive 1007.1,https://www.ice.gov/doclib/foia/forms/1007.1_ice30-005.pdf,"Mar 01
2024",N/A
ICE Form 30-004: Foreign Language Testing Application for ICE Directive 1007.1,https://www.ice.gov/doclib/foia/forms/1007.1_ice30-004.pdf,"Mar 01
2024",N/A
OPM Form 1638: Application to Become a Leave Recipient Under the Emergency Leave Transfer Program for ICE Directive 1006.1,https://www.ice.gov/doclib/foia/forms/1006.1_opm1638.pdf,"Mar 01
2024",N/A
OPM Form 1637: Application to Become a Leave Recipient Under the Emergency Leave Transfer Program for ICE Directive 1006.1,https://www.ice.gov/doclib/foia/forms/1006.1_opm1637.pdf,"Mar 01
2024",N/A
ICE Form 30-009: Lautenberg Certification for ICE Directive 1005.2,https://www.ice.gov/doclib/foia/forms/1005.2_iceForm30-009.pdf,"Mar 01
2024",N/A
Creditable Service for Annual Leave Accrual Form for ICE Directive 1004.1,https://www.ice.gov/doclib/foia/forms/1004.1_creditableServiceAnnualLeaveAccrualForm.pdf,"Mar 01
2024",N/A
Directive: 1037.1 Peer Support Program,https://www.ice.gov/doclib/foia/policy/1037.1_peerSupportProgram.pdf,"Mar 01
2024",N/A
Directive: 1028.1 Tri-Bureau Merit Promotion Plan,https://www.ice.gov/doclib/foia/policy/1028.1_tribureauMeritPromotionPlan.pdf,"Mar 01
2024",N/A
Directive: 1028.1 ICE Merit Promotion Procedures,https://www.ice.gov/doclib/foia/policy/1028.1_iceMeritPromotionProcedures.pdf,"Mar 01
2024",N/A
Directive: 1027.1 Romantic or Sexual Relationships between ICE Supervisors and Their Subordinates ( Ant -Fraternization Policy),https://www.ice.gov/doclib/foia/policy/1027.1_antiFraternization.pdf,"Mar 01
2024",N/A
Directive: 1026.1 Voluntary Leave Transfer Program (VLTP),https://www.ice.gov/doclib/foia/policy/1026.1_vltp.pdf,"Mar 01
2024",N/A
Directive: 1023.1 ICE Position Classification,https://www.ice.gov/doclib/foia/policy/1023.1_icePositionClassification.pdf,"Mar 01
2024",N/A
Directive: 1016.1 Official Passport Processing (Superseded),https://www.ice.gov/doclib/foia/policy/1016.1_officialPassportProcessing.pdf,"Mar 01
2024",N/A
Directive: 1014.2 ICE Repayment of Student Loans for Recruitment,https://www.ice.gov/doclib/foia/policy/1014.2_iceRepaymentStudentLoansRecruitment.pdf,"Mar 01
2024",N/A
Directive: 1014.1 ICE Repayment of Student Loans for Recruitment (Superseded),https://www.ice.gov/doclib/foia/policy/1014.1_iceRepaymentStudentLoansRecruitment.pdf,"Mar 01
2024",N/A
Directive: 1032.1 Statement of Policy and Intent Regarding Employee Integrity,https://www.ice.gov/doclib/foia/policy/1032.1_statementPolicyIntentRegardingEmployeeIntegrity.pdf,"Mar 01
2024",N/A
Directive: 1010.1 Accepting and Soliciting Gifts to the Agency,https://www.ice.gov/doclib/foia/policy/1010.1_AcceptingSolicitingGiftsToAgency.pdf,"Mar 01
2024",N/A
