category,casecount,subcounty,county,state
subcounty,2,Elmira,Codington County,South Dakota
subcounty,0,Codington County-Florence,Codington County,South Dakota
subcounty,1,Fuller,Codington County,South Dakota
subcounty,0,Codington County-Germantown,Codington County,South Dakota
subcounty,0,Graceland,Codington County,South Dakota
subcounty,0,Codington County-Henry,Codington County,South Dakota
subcounty,0,Codington County-Henry,Codington County,South Dakota
subcounty,1,Kampeska,Codington County,South Dakota
subcounty,0,Codington County-Kranzburg,Codington County,South Dakota
subcounty,2,Codington County-Kranzburg,Codington County,South Dakota
subcounty,3,Codington County-Lake,Codington County,South Dakota
subcounty,0,Codington County-Leola,Codington County,South Dakota
subcounty,3,Pelican,Oneida County,Wisconsin
subcounty,0,Phipps,Codington County,South Dakota
subcounty,1,Rauville,Codington County,South Dakota
subcounty,0,Codington County-Richland,Codington County,South Dakota
subcounty,2,Sheridan,Sheridan County,Wyoming
subcounty,0,South Shore,Codington County,South Dakota
subcounty,0,Wallace,Codington County,South Dakota
subcounty,95,Watertown,Codington County,South Dakota
subcounty,1,Codington County-Waverly,Codington County,South Dakota
subcounty,0,Corson County-Custer,Corson County,South Dakota
subcounty,0,East Corson,Corson County,South Dakota
subcounty,0,Corson County-Lemmon,Corson County,South Dakota
subcounty,0,McIntosh,Corson County,South Dakota
subcounty,0,McLaughlin,Corson County,South Dakota
subcounty,0,Morristown,Lamoille County,Vermont
subcounty,0,Pleasant Ridge,Corson County,South Dakota
subcounty,0,Prairie View,Corson County,South Dakota
subcounty,0,Ridgeland,Dunn County,Wisconsin
subcounty,0,Rolling Green,Corson County,South Dakota
subcounty,0,Corson County-Sherman,Corson County,South Dakota
subcounty,0,Wakpala,Corson County,South Dakota
subcounty,0,Watauga,Corson County,South Dakota
subcounty,0,West Corson,Corson County,South Dakota
subcounty,0,Buffalo Gap,Custer County,South Dakota
subcounty,1,Custer County-Custer,Custer County,South Dakota
subcounty,0,East Custer,Custer County,South Dakota
subcounty,0,Fairburn,Custer County,South Dakota
subcounty,0,Hermosa,Custer County,South Dakota
subcounty,0,Pringle,Custer County,South Dakota
subcounty,1,West Custer,Custer County,South Dakota
subcounty,1,Davison County-Badger,Davison County,South Dakota
subcounty,0,Davison County-Baker,Davison County,South Dakota
subcounty,2,Davison County-Beulah,Davison County,South Dakota
subcounty,0,Blendon,Davison County,South Dakota
subcounty,0,Ethan,Davison County,South Dakota
subcounty,1,Lisbon,Davison County,South Dakota
subcounty,75,Davison County-Mitchell,Davison County,South Dakota
subcounty,5,Davison County-Mitchell,Davison County,South Dakota
subcounty,0,Davison County-Mount Vernon,Davison County,South Dakota
subcounty,0,Davison County-Mount Vernon,Davison County,South Dakota
subcounty,1,Davison County-Perry,Davison County,South Dakota
subcounty,3,Prosper,Davison County,South Dakota
subcounty,0,Davison County-Rome,Davison County,South Dakota
subcounty,0,Tobin,Davison County,South Dakota
subcounty,0,Davison County-Union,Davison County,South Dakota
subcounty,0,Day County-Andover,Day County,South Dakota
subcounty,0,Day County-Andover,Day County,South Dakota
subcounty,0,Day County-Bristol,Day County,South Dakota
subcounty,0,Day County-Bristol,Day County,South Dakota
subcounty,0,Day County-Butler,Day County,South Dakota
subcounty,0,Day County-Butler,Day County,South Dakota
subcounty,0,Central Point,Day County,South Dakota
subcounty,0,Egeland,Day County,South Dakota
subcounty,0,Day County-Farmington,Day County,South Dakota
subcounty,0,Day County-Grenville,Day County,South Dakota
subcounty,0,Day County-Grenville,Day County,South Dakota
subcounty,0,Day County-Highland,Day County,South Dakota
subcounty,0,Homer,Day County,South Dakota
subcounty,0,Day County-Independence,Day County,South Dakota
subcounty,0,Kidder,Day County,South Dakota
subcounty,0,Kosciusko,Day County,South Dakota
subcounty,0,Day County-Liberty,Day County,South Dakota
subcounty,0,Lily,Day County,South Dakota
subcounty,0,Day County-Lynn,Day County,South Dakota
subcounty,0,Morton,Lewis County,Washington
subcounty,0,Nutley,Day County,South Dakota
subcounty,0,Oak Gulch,Day County,South Dakota
subcounty,0,Pierpont,Day County,South Dakota
subcounty,0,Racine,Racine County,Wisconsin
subcounty,0,Raritan,Day County,South Dakota
subcounty,0,Roslyn,Day County,South Dakota
subcounty,0,Rusk,Cherokee County,Texas
subcounty,0,Day County-Scotland,Day County,South Dakota
subcounty,0,Day County-Troy,Day County,South Dakota
subcounty,0,Day County-Union,Day County,South Dakota
subcounty,0,Day County-Valley,Day County,South Dakota
subcounty,0,Day County-Waubay,Day County,South Dakota
subcounty,0,Day County-Waubay,Day County,South Dakota
subcounty,0,Day County-Webster,Day County,South Dakota
subcounty,3,Day County-Webster,Day County,South Dakota
subcounty,0,Wheatland,Platte County,Wyoming
subcounty,0,Day County-York,Day County,South Dakota
subcounty,0,Deuel County-Altamont,Deuel County,South Dakota
subcounty,0,Deuel County-Altamont,Deuel County,South Dakota
subcounty,0,Antelope Valley,Deuel County,South Dakota
subcounty,0,Astoria,Deuel County,South Dakota
subcounty,0,Blom,Deuel County,South Dakota
subcounty,0,Deuel County-Brandt,Deuel County,South Dakota
subcounty,0,Deuel County-Brandt,Deuel County,South Dakota
subcounty,1,Deuel County-Clear Lake,Deuel County,South Dakota
subcounty,0,Deuel County-Clear Lake,Deuel County,South Dakota
subcounty,0,Gary,Deuel County,South Dakota
subcounty,0,Deuel County-Glenwood,Deuel County,South Dakota
subcounty,2,Deuel County-Goodwin,Deuel County,South Dakota
subcounty,1,Deuel County-Goodwin,Deuel County,South Dakota
subcounty,1,Grange,Deuel County,South Dakota
subcounty,0,Havana,Deuel County,South Dakota
subcounty,0,Deuel County-Herrick,Deuel County,South Dakota
subcounty,1,Hidewood,Deuel County,South Dakota
subcounty,1,Lowe,Deuel County,South Dakota
subcounty,0,Deuel County-Norden,Deuel County,South Dakota
subcounty,0,Portland,Deuel County,South Dakota
subcounty,1,Deuel County-Rome,Deuel County,South Dakota
subcounty,0,Scandinavia,Deuel County,South Dakota
subcounty,0,Toronto,Deuel County,South Dakota
subcounty,0,Dewey County-Eagle Butte,Dewey County,South Dakota
subcounty,0,Isabel,Dewey County,South Dakota
subcounty,0,North Dewey,Dewey County,South Dakota
subcounty,0,South Dewey,Dewey County,South Dakota
subcounty,0,Timber Lake,Dewey County,South Dakota
subcounty,4,Armour,Douglas County,South Dakota
subcounty,0,Douglas County-Belmont,Douglas County,South Dakota
subcounty,0,Douglas County-Chester,Douglas County,South Dakota
subcounty,0,Douglas County-Clark,Douglas County,South Dakota
subcounty,0,Corsica,Douglas County,South Dakota
subcounty,0,Delmont,Douglas County,South Dakota
subcounty,0,East Choteau,Douglas County,South Dakota
subcounty,0,Douglas County-Garfield,Douglas County,South Dakota
subcounty,0,Douglas County-Grandview,Douglas County,South Dakota
subcounty,0,Holland,Orleans County,Vermont
subcounty,1,Douglas County-Independence,Douglas County,South Dakota
subcounty,0,Douglas County-Iowa,Douglas County,South Dakota
subcounty,0,Joubert,Douglas County,South Dakota
subcounty,0,Douglas County-Lincoln,Douglas County,South Dakota
subcounty,1,Douglas County-Valley,Douglas County,South Dakota
subcounty,0,Walnut Grove,Douglas County,South Dakota
subcounty,0,Douglas County-Washington,Douglas County,South Dakota
subcounty,0,Adrian,Monroe County,Wisconsin
subcounty,0,Belle,Edmunds County,South Dakota
subcounty,0,Edmunds County-Bowdle,Edmunds County,South Dakota
subcounty,0,Edmunds County-Bowdle,Edmunds County,South Dakota
subcounty,0,Edmunds County-Bryant,Edmunds County,South Dakota
subcounty,0,Edmunds County-Clear Lake,Edmunds County,South Dakota
subcounty,0,Edmunds County-Cleveland,Edmunds County,South Dakota
subcounty,0,Cloyd Valley,Edmunds County,South Dakota
subcounty,2,Cortlandt,Edmunds County,South Dakota
subcounty,0,Cottonwood Lake,Edmunds County,South Dakota
subcounty,0,Fountain,Juneau County,Wisconsin
subcounty,0,Glen,Edmunds County,South Dakota
subcounty,0,Glover,Orleans County,Vermont
subcounty,0,Edmunds County-Harmony,Edmunds County,South Dakota
subcounty,0,Hillside,Edmunds County,South Dakota
subcounty,0,Edmunds County-Hosmer,Edmunds County,South Dakota
subcounty,0,Edmunds County-Hosmer,Edmunds County,South Dakota
subcounty,0,Edmunds County-Hudson,Edmunds County,South Dakota
subcounty,0,Huntley,Edmunds County,South Dakota
subcounty,2,Edmunds County-Ipswich,Edmunds County,South Dakota
subcounty,0,Edmunds County-Ipswich,Edmunds County,South Dakota
subcounty,0,Kent,Edmunds County,South Dakota
subcounty,0,Edmunds County-Liberty,Edmunds County,South Dakota
subcounty,0,Edmunds County-Madison,Edmunds County,South Dakota
subcounty,0,Modena,Buffalo County,Wisconsin
subcounty,0,Montpelier,Kewaunee County,Wisconsin
subcounty,0,North Bryant,Edmunds County,South Dakota
subcounty,0,Odessa,Lincoln County,Washington
subcounty,0,Pembrook,Edmunds County,South Dakota
subcounty,0,Powell,Park County,Wyoming
subcounty,0,Edmunds County-Richland,Edmunds County,South Dakota
subcounty,0,Roscoe,Nolan County,Texas
subcounty,0,Rosette,Edmunds County,South Dakota
subcounty,0,Sangamon,Edmunds County,South Dakota
subcounty,0,Edmunds County-Union,Edmunds County,South Dakota
subcounty,0,Vermont,Dane County,Wisconsin
subcounty,0,Argentine,Fall River County,South Dakota
subcounty,0,Edgemont,Fall River County,South Dakota
subcounty,0,Hot Springs,Fall River County,South Dakota
subcounty,0,Northeast Fall River,Fall River County,South Dakota
subcounty,0,Oelrichs,Fall River County,South Dakota
subcounty,0,Provo,Fall River County,South Dakota
subcounty,0,Southwest Fall River,Fall River County,South Dakota
subcounty,0,Arcade,Faulk County,South Dakota
subcounty,0,Faulk County-Bryant,Faulk County,South Dakota
subcounty,0,Faulk County-Centerville,Faulk County,South Dakota
subcounty,0,Chelsea,Taylor County,Wisconsin
subcounty,0,Faulk County-Clark,Faulk County,South Dakota
subcounty,0,Cresbard,Faulk County,South Dakota
subcounty,0,Devoe,Faulk County,South Dakota
subcounty,0,Ellisville,Faulk County,South Dakota
subcounty,0,Emerson,Faulk County,South Dakota
subcounty,0,Faulk County-Enterprise,Faulk County,South Dakota
subcounty,0,Faulk County-Fairview,Faulk County,South Dakota
subcounty,0,Faulkton,Faulk County,South Dakota
subcounty,0,Freedom,Faulk County,South Dakota
subcounty,0,Hillsdale,Faulk County,South Dakota
subcounty,0,Irving,Jackson County,Wisconsin
subcounty,0,Lafoon,Faulk County,South Dakota
subcounty,0,Myron,Faulk County,South Dakota
subcounty,0,Onaka,Faulk County,South Dakota
subcounty,0,O'Neil,Faulk County,South Dakota
subcounty,2,Faulk County-Orient,Faulk County,South Dakota
subcounty,0,Faulk County-Orient,Faulk County,South Dakota
subcounty,0,Pioneer,Faulk County,South Dakota
subcounty,0,Pulaski,Faulk County,South Dakota
subcounty,0,Rockham,Faulk County,South Dakota
subcounty,0,Saratoga,Carbon County,Wyoming
subcounty,0,Seneca,Campbell County,Virginia
subcounty,0,Faulk County-Sherman,Faulk County,South Dakota
subcounty,0,Southwest Faulk,Faulk County,South Dakota
subcounty,0,Tamworth,Faulk County,South Dakota
subcounty,0,Faulk County-Union,Faulk County,South Dakota
subcounty,0,Wesley,Faulk County,South Dakota
subcounty,0,Zell,Faulk County,South Dakota
subcounty,2,Grant County-Adams,Grant County,South Dakota
subcounty,5,Alban,Portage County,Wisconsin
subcounty,0,Albee,Grant County,South Dakota
subcounty,1,Big Stone,Grant County,South Dakota
subcounty,0,Big Stone City,Grant County,South Dakota
subcounty,2,Blooming Valley,Grant County,South Dakota
subcounty,1,Grant County-Farmington,Grant County,South Dakota
subcounty,0,Georgia,Franklin County,Vermont
subcounty,3,Grant Center,Grant County,South Dakota
subcounty,0,Kilborn,Grant County,South Dakota
subcounty,0,La Bolt,Grant County,South Dakota
subcounty,1,Lura,Grant County,South Dakota
subcounty,1,Grant County-Madison,Grant County,South Dakota
subcounty,0,Marvin,Grant County,South Dakota
subcounty,0,Mazeppa,Grant County,South Dakota
subcounty,4,Melrose,Grant County,South Dakota
subcounty,34,Milbank,Grant County,South Dakota
subcounty,0,Grant County-Osceola,Grant County,South Dakota
subcounty,2,Revillo,Grant County,South Dakota
subcounty,0,Grant County-Stockholm,Grant County,South Dakota
subcounty,0,Grant County-Stockholm,Grant County,South Dakota
subcounty,0,Strandburg,Grant County,South Dakota
subcounty,0,Grant County-Troy,Grant County,South Dakota
subcounty,0,Grant County-Twin Brooks,Grant County,South Dakota
subcounty,0,Grant County-Twin Brooks,Grant County,South Dakota
subcounty,2,Grant County-Vernon,Grant County,South Dakota
subcounty,0,Bonesteel,Gregory County,South Dakota
subcounty,0,Burke,Dane County,Wisconsin
subcounty,0,Dallas,Gregory County,South Dakota
subcounty,0,Gregory County-Dixon,Gregory County,South Dakota
subcounty,0,East Gregory,Gregory County,South Dakota
subcounty,0,Edens,Gregory County,South Dakota
subcounty,0,Gregory County-Fairfax,Gregory County,South Dakota
subcounty,0,Gregory County-Fairfax,Gregory County,South Dakota
subcounty,0,Gregory,Gregory County,South Dakota
subcounty,0,Gregory County-Herrick,Gregory County,South Dakota
subcounty,0,Gregory County-Jones,Gregory County,South Dakota
subcounty,0,Landing Creek,Gregory County,South Dakota
subcounty,0,North Gregory,Gregory County,South Dakota
subcounty,0,Gregory County-Pleasant Valley,Gregory County,South Dakota
subcounty,0,Schriever,Gregory County,South Dakota
subcounty,0,Southeast Gregory,Gregory County,South Dakota
subcounty,0,Gregory County-Star Valley,Gregory County,South Dakota
subcounty,0,West Gregory,Gregory County,South Dakota
subcounty,0,East Haakon,Haakon County,South Dakota
subcounty,0,Haakon County-Midland,Haakon County,South Dakota
subcounty,0,Philip,Haakon County,South Dakota
subcounty,0,West Haakon,Haakon County,South Dakota
subcounty,0,Brantford,Hamlin County,South Dakota
subcounty,7,Hamlin County-Bryant,Hamlin County,South Dakota
subcounty,0,Hamlin County-Castlewood,Hamlin County,South Dakota
subcounty,0,Hamlin County-Castlewood,Hamlin County,South Dakota
subcounty,5,Hamlin County-Cleveland,Hamlin County,South Dakota
subcounty,1,Dempster,Hamlin County,South Dakota
subcounty,1,Hamlin County-Dixon,Hamlin County,South Dakota
subcounty,12,Hamlin County-Estelline,Hamlin County,South Dakota
subcounty,4,Hamlin County-Estelline,Hamlin County,South Dakota
subcounty,1,Hamlin County-Florence,Hamlin County,South Dakota
subcounty,2,Hamlin County-Garfield,Hamlin County,South Dakota
subcounty,0,Hamlin,Jones County,Texas
subcounty,2,Hamlin County-Hayti,Hamlin County,South Dakota
subcounty,1,Hamlin County-Hayti,Hamlin County,South Dakota
subcounty,0,Hazel,Hamlin County,South Dakota
subcounty,12,Lake Norden,Hamlin County,South Dakota
subcounty,11,Hamlin County-Norden,Hamlin County,South Dakota
subcounty,1,Opdahl,Hamlin County,South Dakota
subcounty,1,Oxford,Hamlin County,South Dakota
subcounty,0,Alden,Polk County,Wisconsin
subcounty,0,Alpha,Hand County,South Dakota
subcounty,0,Hand County-Bates,Hand County,South Dakota
subcounty,0,Burdette,Hand County,South Dakota
subcounty,0,Campbell,La Crosse County,Wisconsin
subcounty,0,Carlton,Kewaunee County,Wisconsin
subcounty,0,Cedar,Hand County,South Dakota
subcounty,1,Como,Hand County,South Dakota
subcounty,0,Hand County-Florence,Hand County,South Dakota
subcounty,0,Gilbert,Hand County,South Dakota
subcounty,0,Glendale,Trinity County,Texas
subcounty,0,Grand,Hand County,South Dakota
subcounty,0,Greenleaf,Hand County,South Dakota
subcounty,0,Hiland,Hand County,South Dakota
subcounty,0,Holden,Hand County,South Dakota
subcounty,0,Hulbert,Hand County,South Dakota
subcounty,0,Linn,Walworth County,Wisconsin
subcounty,0,Hand County-Logan,Hand County,South Dakota
subcounty,0,Hand County-Midland,Hand County,South Dakota
subcounty,3,Hand County-Miller,Hand County,South Dakota
subcounty,0,Hand County-Miller,Hand County,South Dakota
subcounty,0,Mondamin,Hand County,South Dakota
subcounty,5,Northwest Hand,Hand County,South Dakota
subcounty,0,Ohio,Hand County,South Dakota
subcounty,1,Ontario,Hand County,South Dakota
subcounty,1,Park,Smyth County,Virginia
subcounty,0,Hand County-Pearl,Hand County,South Dakota
subcounty,0,Plato,Hand County,South Dakota
subcounty,0,Hand County-Pleasant Valley,Hand County,South Dakota
subcounty,1,Hand County-Ree Heights,Hand County,South Dakota
subcounty,0,Hand County-Ree Heights,Hand County,South Dakota
subcounty,0,Hand County-Riverside,Hand County,South Dakota
subcounty,0,Rockdale,Dane County,Wisconsin
subcounty,0,Rose Hill,Hand County,South Dakota
subcounty,0,Hand County-St. Lawrence,Hand County,South Dakota
subcounty,0,Hand County-St. Lawrence,Hand County,South Dakota
subcounty,1,Spring Hill,Hand County,South Dakota
subcounty,0,Hand County-Spring Lake,Hand County,South Dakota
subcounty,0,Hand County-Wessington,Hand County,South Dakota
subcounty,0,Wheaton,Chippewa County,Wisconsin
subcounty,0,Hand County-York,Hand County,South Dakota
subcounty,1,Alexandria,Alexandria city,Virginia
subcounty,1,Hanson County-Beulah,Hanson County,South Dakota
subcounty,0,Edgerton,Hanson County,South Dakota
subcounty,0,Hanson County-Emery,Hanson County,South Dakota
subcounty,0,Hanson County-Fairview,Hanson County,South Dakota
subcounty,0,Farmer,Hanson County,South Dakota
subcounty,0,Fulton,Rock County,Wisconsin
subcounty,1,Hanson,Hanson County,South Dakota
subcounty,0,Jasper,Jasper County,Texas
subcounty,0,Plano,Collin County,Texas
subcounty,0,Hanson County-Pleasant,Hanson County,South Dakota
subcounty,2,Hanson County-Rosedale,Hanson County,South Dakota
subcounty,0,Hanson County-Spring Lake,Hanson County,South Dakota
subcounty,0,Hanson County-Taylor,Hanson County,South Dakota
subcounty,0,Hanson County-Wayne,Hanson County,South Dakota
subcounty,0,Worthen,Hanson County,South Dakota
subcounty,0,Harding County-Buffalo,Harding County,South Dakota
subcounty,0,Camp Crook,Harding County,South Dakota
subcounty,1,North Harding,Harding County,South Dakota
subcounty,0,South Harding,Harding County,South Dakota
subcounty,4,Blunt,Hughes County,South Dakota
subcounty,0,Hughes County-Crow Creek,Hughes County,South Dakota
subcounty,0,Harrold,Hughes County,South Dakota
subcounty,1,North Hughes,Hughes County,South Dakota
subcounty,13,Pierre,Hughes County,South Dakota
subcounty,0,Raber,Hughes County,South Dakota
subcounty,2,West Hughes,Hughes County,South Dakota
subcounty,0,Capital,Hutchinson County,South Dakota
subcounty,0,Clayton,Hutchinson County,South Dakota
subcounty,0,Cross Plains,Callahan County,Texas
subcounty,0,Dimock,Hutchinson County,South Dakota
subcounty,0,Fair,Hutchinson County,South Dakota
subcounty,0,Hutchinson County-Foster,Hutchinson County,South Dakota
subcounty,19,Freeman,Crawford County,Wisconsin
subcounty,0,German,Hutchinson County,South Dakota
subcounty,2,Hutchinson County-Grandview,Hutchinson County,South Dakota
subcounty,0,Kassel,Hutchinson County,South Dakota
subcounty,0,Kaylor,Hutchinson County,South Dakota
subcounty,0,Kulm,Hutchinson County,South Dakota
subcounty,0,Hutchinson County-Liberty,Hutchinson County,South Dakota
subcounty,0,Menno,Hutchinson County,South Dakota
subcounty,0,Milltown,Hutchinson County,South Dakota
subcounty,1,Molan,Hutchinson County,South Dakota
subcounty,0,Oak Hollow,Hutchinson County,South Dakota
subcounty,0,Olivet,Hutchinson County,South Dakota
subcounty,0,Parkston,Hutchinson County,South Dakota
subcounty,0,Hutchinson County-Pleasant,Hutchinson County,South Dakota
subcounty,0,Sharon,Alleghany County,Virginia
subcounty,0,Silver Lake,Kenosha County,Wisconsin
subcounty,0,Starr,Hutchinson County,South Dakota
subcounty,0,Susquehanna,Hutchinson County,South Dakota
subcounty,0,Sweet,Hutchinson County,South Dakota
subcounty,0,Tripp,Bayfield County,Wisconsin
subcounty,3,Hutchinson County-Valley,Hutchinson County,South Dakota
subcounty,0,Wittenberg,Hutchinson County,South Dakota
subcounty,1,Wolf Creek,Hutchinson County,South Dakota
subcounty,0,Central Hyde,Hyde County,South Dakota
subcounty,0,Hyde County-Crow Creek,Hyde County,South Dakota
subcounty,0,Highmore,Hyde County,South Dakota
subcounty,0,North Hyde,Hyde County,South Dakota
subcounty,0,Hyde County-Valley,Hyde County,South Dakota
subcounty,0,William Hamilton,Hyde County,South Dakota
subcounty,0,Belvidere,Buffalo County,Wisconsin
subcounty,0,Jackson County-Cottonwood,Jackson County,South Dakota
subcounty,0,Grandview II,Jackson County,South Dakota
subcounty,0,Jackson County-Interior,Jackson County,South Dakota
subcounty,0,Jackson County-Interior,Jackson County,South Dakota
subcounty,0,Jewett,Jackson County,South Dakota
subcounty,0,Kadoka,Jackson County,South Dakota
subcounty,0,Northeast Jackson,Jackson County,South Dakota
subcounty,0,Northwest Jackson,Jackson County,South Dakota
subcounty,0,Southeast Jackson,Jackson County,South Dakota
subcounty,0,Southwest Jackson,Jackson County,South Dakota
subcounty,0,Jackson County-Wall,Jackson County,South Dakota
subcounty,0,Weta,Jackson County,South Dakota
subcounty,3,Jerauld County-Alpena,Jerauld County,South Dakota
subcounty,1,Jerauld County-Alpena,Jerauld County,South Dakota
subcounty,0,Anina,Jerauld County,South Dakota
subcounty,0,Jerauld County-Blaine,Jerauld County,South Dakota
subcounty,0,Chery,Jerauld County,South Dakota
subcounty,0,Crow,Jerauld County,South Dakota
subcounty,0,Crow Lake,Jerauld County,South Dakota
subcounty,0,Dale,Outagamie County,Wisconsin
subcounty,0,Jerauld County-Franklin,Jerauld County,South Dakota
subcounty,0,Jerauld County-Harmony,Jerauld County,South Dakota
subcounty,0,Lane,Jerauld County,South Dakota
subcounty,0,Jerauld County-Logan,Jerauld County,South Dakota
subcounty,0,Marlar,Jerauld County,South Dakota
subcounty,0,Media,Jerauld County,South Dakota
subcounty,0,Jerauld County-Pleasant,Jerauld County,South Dakota
subcounty,0,Viola,Jerauld County,South Dakota
subcounty,1,Jerauld County-Wessington Springs,Jerauld County,South Dakota
subcounty,0,Jerauld County-Wessington Springs,Jerauld County,South Dakota
subcounty,0,Jones County-Buffalo,Jones County,South Dakota
subcounty,0,Central Jones,Jones County,South Dakota
subcounty,0,Jones County-Draper,Jones County,South Dakota
subcounty,0,Jones County-Draper,Jones County,South Dakota
subcounty,0,Dunkel,Jones County,South Dakota
subcounty,0,Jones County-Grandview,Jones County,South Dakota
subcounty,0,Kolls,Jones County,South Dakota
subcounty,0,Mullen,Jones County,South Dakota
subcounty,0,Murdo,Jones County,South Dakota
subcounty,0,Mussman,Jones County,South Dakota
subcounty,0,North Jones,Jones County,South Dakota
subcounty,0,Okaton,Jones County,South Dakota
subcounty,0,Rich Valley,Jones County,South Dakota
subcounty,0,Scovil,Jones County,South Dakota
subcounty,0,South Creek,Jones County,South Dakota
subcounty,0,Jones County-Virgil,Jones County,South Dakota
subcounty,0,Westover,Pittsylvania County,Virginia
subcounty,0,Williams Creek,Jones County,South Dakota
subcounty,0,Zickrick,Jones County,South Dakota
subcounty,4,Kingsbury County-Arlington,Kingsbury County,South Dakota
subcounty,0,Kingsbury County-Badger,Kingsbury County,South Dakota
subcounty,2,Kingsbury County-Badger,Kingsbury County,South Dakota
subcounty,0,Kingsbury County-Baker,Kingsbury County,South Dakota
subcounty,0,Bancroft,Kingsbury County,South Dakota
subcounty,1,Denver,Kingsbury County,South Dakota
subcounty,2,Kingsbury County-De Smet,Kingsbury County,South Dakota
subcounty,1,Kingsbury County-De Smet,Kingsbury County,South Dakota
subcounty,0,Erwin,Kingsbury County,South Dakota
subcounty,0,Esmond,Kingsbury County,South Dakota
subcounty,0,Kingsbury County-Hartland,Kingsbury County,South Dakota
subcounty,0,Hetland,Kingsbury County,South Dakota
subcounty,0,Kingsbury County-Iroquois,Kingsbury County,South Dakota
subcounty,0,Kingsbury County-Iroquois,Kingsbury County,South Dakota
subcounty,0,Lake Preston,Kingsbury County,South Dakota
subcounty,0,Le Sueur,Kingsbury County,South Dakota
subcounty,0,Manchester,Bennington County,Vermont
subcounty,0,Mathews,Kingsbury County,South Dakota
subcounty,0,Oldham,Kingsbury County,South Dakota
subcounty,0,Spirit Lake,Kingsbury County,South Dakota
subcounty,1,Kingsbury County-Spring Lake,Kingsbury County,South Dakota
subcounty,0,Kingsbury County-Whitewood,Kingsbury County,South Dakota
subcounty,0,Badus,Lake County,South Dakota
subcounty,0,Lake County-Chester,Lake County,South Dakota
subcounty,0,Clarno,Green County,Wisconsin
subcounty,0,Concord,Jefferson County,Wisconsin
subcounty,1,Lake County-Farmington,Lake County,South Dakota
subcounty,2,Lake County-Franklin,Lake County,South Dakota
subcounty,4,Herman,Lake County,South Dakota
subcounty,3,Lake View,Lake County,South Dakota
subcounty,1,Le Roy,Lake County,South Dakota
subcounty,37,Lake County-Madison,Lake County,South Dakota
subcounty,0,Lake County-Nunda,Lake County,South Dakota
subcounty,0,Lake County-Nunda,Lake County,South Dakota
subcounty,1,Orland,Lake County,South Dakota
subcounty,1,Ramona,Lake County,South Dakota
subcounty,0,Rutland,Dane County,Wisconsin
subcounty,0,Lake County-Summit,Lake County,South Dakota
subcounty,0,Lake County-Wayne,Lake County,South Dakota
subcounty,0,Lake County-Wentworth,Lake County,South Dakota
subcounty,0,Lake County-Wentworth,Lake County,South Dakota
subcounty,0,Winfred,Lake County,South Dakota
subcounty,0,Central City,Lawrence County,South Dakota
subcounty,0,Deadwood,Lawrence County,South Dakota
subcounty,6,Lead,Lawrence County,South Dakota
subcounty,2,North Lawrence,Lawrence County,South Dakota
subcounty,0,St. Onge,Lawrence County,South Dakota
subcounty,1,South Lawrence,Lawrence County,South Dakota
subcounty,3,Spearfish,Lawrence County,South Dakota
subcounty,0,Lawrence County-Whitewood,Lawrence County,South Dakota
subcounty,3,Lincoln County-Beresford,Lincoln County,South Dakota
subcounty,2,Brooklyn,Lincoln County,South Dakota
subcounty,0,Lincoln County-Canton,Lincoln County,South Dakota
subcounty,0,Lincoln County-Canton,Lincoln County,South Dakota
subcounty,0,Lincoln County-Dayton,Lincoln County,South Dakota
subcounty,4,Delapre,Lincoln County,South Dakota
subcounty,1,Delaware,Lincoln County,South Dakota
subcounty,0,Lincoln County-Eden,Lincoln County,South Dakota
subcounty,0,Lincoln County-Fairview,Lincoln County,South Dakota
subcounty,0,Lincoln County-Fairview,Lincoln County,South Dakota
subcounty,1,Lincoln County-Grant,Lincoln County,South Dakota
subcounty,5,Harrisburg,Lincoln County,South Dakota
subcounty,0,Lincoln County-Highland,Lincoln County,South Dakota
subcounty,0,Lincoln County-Hudson,Lincoln County,South Dakota
subcounty,1,La Valley,Lincoln County,South Dakota
subcounty,5,Lennox,Lincoln County,South Dakota
subcounty,1,Lincoln County-Lincoln,Lincoln County,South Dakota
subcounty,0,Lincoln County-Lynn,Lincoln County,South Dakota
subcounty,0,Lincoln County-Norway,Lincoln County,South Dakota
subcounty,1,Lincoln County-Perry,Lincoln County,South Dakota
subcounty,3,Lincoln County-Pleasant,Lincoln County,South Dakota
subcounty,99,Lincoln County-Sioux Falls,Lincoln County,South Dakota
subcounty,5,Lincoln County-Springdale,Lincoln County,South Dakota
subcounty,0,Tea,Lincoln County,South Dakota
subcounty,0,Worthing,Lincoln County,South Dakota
subcounty,0,Bailey,Lyman County,South Dakota
subcounty,0,Black Dog,Lyman County,South Dakota
subcounty,0,Central Lyman,Lyman County,South Dakota
subcounty,0,East Lyman,Lyman County,South Dakota
subcounty,0,Iona,Lyman County,South Dakota
subcounty,0,Kennebec,Lyman County,South Dakota
subcounty,0,Lyman County-Lower Brule,Lyman County,South Dakota
subcounty,0,Lyman County-Oacoma,Lyman County,South Dakota
subcounty,0,Lyman County-Oacoma,Lyman County,South Dakota
subcounty,0,Lyman County-Pleasant,Lyman County,South Dakota
subcounty,0,Pratt,Lyman County,South Dakota
subcounty,0,Presho,Lyman County,South Dakota
subcounty,0,Reliance,Lyman County,South Dakota
subcounty,0,Rex,Lyman County,South Dakota
